Price,Close
Ticker,POWERGRID.NS
Date,
2021-03-05,94.019775390625
2021-03-08,95.71539306640625
2021-03-09,93.9111099243164
2021-03-10,93.5415267944336
2021-03-12,95.67192077636719
2021-03-15,97.45449829101562
2021-03-16,97.5849380493164
2021-03-17,95.8458251953125
2021-03-18,96.10669708251953
2021-03-19,100.08486938476562
2021-03-22,97.19363403320312
2021-03-23,95.21542358398438
2021-03-24,96.10669708251953
2021-03-25,94.08499145507812
2021-03-26,93.30239868164062
2021-03-30,96.23712921142578
2021-03-31,93.7589111328125
2021-04-01,95.0849838256836
2021-04-05,93.10675811767578
2021-04-06,90.9546127319336
2021-04-07,91.54156494140625
2021-04-08,90.86768341064453
2021-04-09,90.56332397460938
2021-04-12,87.4547119140625
2021-04-13,90.75898742675781
2021-04-15,90.345947265625
2021-04-16,91.23723602294922
2021-04-19,87.47643280029297
2021-04-20,88.56336212158203
2021-04-22,88.45467376708984
2021-04-23,91.80244445800781
2021-04-26,93.82412719726562
2021-04-27,94.19369506835938
2021-04-28,96.04148864746094
2021-04-29,95.71539306640625
2021-04-30,95.67192077636719
2021-05-03,95.99799346923828
2021-05-04,94.8023681640625
2021-05-05,94.86760711669922
2021-05-06,93.65022277832031
2021-05-07,93.2806625366211
2021-05-10,95.58497619628906
2021-05-11,97.12840270996094
2021-05-12,98.23709106445312
2021-05-14,99.4979248046875
2021-05-17,99.30228424072266
2021-05-18,101.34569549560547
2021-05-19,101.6283187866211
2021-05-20,99.54141998291016
2021-05-21,99.10663604736328
2021-05-24,100.43267822265625
2021-05-25,101.25877380371094
2021-05-26,98.08490753173828
2021-05-27,99.25880432128906
2021-05-28,98.01970672607422
2021-05-31,98.10664367675781
2021-06-01,97.56319427490234
2021-06-02,98.88924407958984
2021-06-03,98.38925170898438
2021-06-04,98.32402801513672
2021-06-07,102.71526336669922
2021-06-08,101.75873565673828
2021-06-09,105.25869750976562
2021-06-10,105.06302642822266
2021-06-11,107.08472442626953
2021-06-14,108.128173828125
2021-06-15,107.6499252319336
2021-06-16,105.2804183959961
2021-06-17,104.28044891357422
2021-06-18,101.30223846435547
2021-06-21,102.10657501220703
2021-06-22,101.75873565673828
2021-06-23,100.97616577148438
2021-06-24,100.4979248046875
2021-06-25,100.36746978759766
2021-06-28,100.80223083496094
2021-06-29,102.60655975341797
2021-06-30,101.04136657714844
2021-07-01,100.34574127197266
2021-07-02,99.10663604736328
2021-07-05,100.12832641601562
2021-07-06,99.4761734008789
2021-07-07,100.41093444824219
2021-07-08,100.4979248046875
2021-07-09,100.10660552978516
2021-07-12,99.56314849853516
2021-07-13,99.41096496582031
2021-07-14,99.97618103027344
2021-07-15,100.17184448242188
2021-07-16,101.67179870605469
2021-07-19,101.3674545288086
2021-07-20,100.5631103515625
2021-07-22,101.41092681884766
2021-07-23,101.30223846435547
2021-07-26,101.17180633544922
2021-07-27,100.80223083496094
2021-07-28,99.17183685302734
2021-07-29,97.04142761230469
2021-07-30,99.21529388427734
2021-08-02,99.12835693359375
2021-08-03,101.12828826904297
2021-08-04,101.59205627441406
2021-08-05,101.56306457519531
2021-08-06,101.44712829589844
2021-08-09,102.28770446777344
2021-08-10,100.05584716796875
2021-08-11,102.229736328125
2021-08-12,108.40351104736328
2021-08-13,107.09919738769531
2021-08-16,104.75141906738281
2021-08-17,106.22965240478516
2021-08-18,104.69344329833984
2021-08-20,103.5340347290039
2021-08-23,101.8239517211914
2021-08-24,102.3746337890625
2021-08-25,101.73699188232422
2021-08-26,100.34571838378906
2021-08-27,101.07032775878906
2021-08-30,101.73699188232422
2021-08-31,101.6500244140625
2021-09-01,101.8239517211914
2021-09-02,101.88191223144531
2021-09-03,101.76598358154297
2021-09-06,100.92540740966797
2021-09-07,100.2877426147461
2021-09-08,101.96903991699219
2021-09-09,102.35247802734375
2021-09-13,102.5884780883789
2021-09-14,102.7064437866211
2021-09-15,104.94816589355469
2021-09-16,105.862548828125
2021-09-17,105.4791259765625
2021-09-20,104.417236328125
2021-09-21,103.76831817626953
2021-09-22,104.2697525024414
2021-09-23,105.1546401977539
2021-09-24,103.91580200195312
2021-09-27,103.82730865478516
2021-09-28,108.51721954345703
2021-09-29,115.0654296875
2021-09-30,112.0273208618164
2021-10-01,113.17765045166016
2021-10-04,113.0596923828125
2021-10-05,112.05681610107422
2021-10-06,110.67046356201172
2021-10-07,111.08341979980469
2021-10-08,110.7294692993164
2021-10-11,114.12154388427734
2021-10-12,114.06255340576172
2021-10-13,117.63164520263672
2021-10-14,120.72875213623047
2021-10-18,120.22731018066406
2021-10-19,117.18920135498047
2021-10-20,114.65247344970703
2021-10-21,114.47552490234375
2021-10-22,114.71145629882812
2021-10-25,113.64960479736328
2021-10-26,112.322265625
2021-10-27,112.23377990722656
2021-10-28,109.6676025390625
2021-10-29,109.1661605834961
2021-11-01,110.75895690917969
2021-11-02,109.43163299560547
2021-11-03,108.51721954345703
2021-11-04,109.1661605834961
2021-11-08,111.58486938476562
2021-11-09,110.05105590820312
2021-11-10,108.78271484375
2021-11-11,107.45537567138672
2021-11-12,107.36686706542969
2021-11-15,111.08341979980469
2021-11-16,110.67046356201172
2021-11-17,112.70571899414062
2021-11-18,113.56112670898438
2021-11-22,114.56399536132812
2021-11-23,119.0769271850586
2021-11-24,119.93234252929688
2021-11-25,120.49278259277344
2021-11-26,119.16545867919922
2021-11-29,118.13306427001953
2021-11-30,121.96760559082031
2021-12-01,122.23307037353516
2021-12-02,126.5395278930664
2021-12-03,121.58411407470703
2021-12-06,119.16545867919922
2021-12-07,121.40716552734375
2021-12-08,120.8172378540039
2021-12-09,119.87335968017578
2021-12-10,119.54890441894531
2021-12-13,120.58128356933594
2021-12-14,125.21221160888672
2021-12-15,123.79637908935547
2021-12-16,122.8229751586914
2021-12-17,123.85535430908203
2021-12-20,123.79637908935547
2021-12-21,121.87909698486328
2021-12-22,123.06979370117188
2021-12-23,127.22199249267578
2021-12-24,125.42070770263672
2021-12-27,125.84809875488281
2021-12-28,125.54280090332031
2021-12-29,124.93218231201172
2021-12-30,125.39015197753906
2021-12-31,124.8100814819336
2022-01-03,125.17645263671875
2022-01-04,128.5959014892578
2022-01-05,127.40515899658203
2022-01-06,125.75651550292969
2022-01-07,125.29854583740234
2022-01-10,124.5657958984375
2022-01-11,124.47420501708984
2022-01-12,125.1458969116211
2022-01-13,127.00828552246094
2022-01-14,126.85563659667969
2022-01-17,126.00077819824219
2022-01-18,125.26803588867188
2022-01-19,124.96273803710938
2022-01-20,131.06886291503906
2022-01-21,131.34364318847656
2022-01-24,130.67201232910156
2022-01-25,133.63348388671875
2022-01-27,131.1910400390625
